Auxiliary column,policy,seed,obj,dual,instance,nnodes,nlps,nlpit,nbranch,featime,inftime,dual_integral_1e4,btime,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime,Number,Speedup ratio,Time-AVG,Time-Min,Time-Max,Ratio-AVG,Ratio-Min,Ratio-Max
0,RPB,2026,52578738.6,52578738.6,24GX_2450/24GX_2450.lp,1823,3622,524948,1164,0,0,0,758,874,0,optimal,217,0,874.181,867.391,1,1,602,210,1566,1,1,1
1,Gasse,2026,52578738.6,52578738.6,24GX_2450/24GX_2450.lp,739,2547,396572,373,5.297,26.366,0,373,563,0,optimal,0,0,563.574,548.531,1,1.55,289,94,1024,2.47,1.53,3.51
2,Wei,2026,52578738.6,52578738.6,24GX_2450/24GX_2450.lp,734,2057,285489,381,3.292,18.537,0,180,297,0,optimal,0,0,297.627,296.688,1,2.94,240,94,722,2.55,2.06,3.17
3,NoPgraph,2026,52578738.6,52578738.6,24GX_2450/24GX_2450.lp,1447,2817,355472,755,6.289,32.945,0,295,411,0,optimal,0,0,411.309,412.047,1,2.13,258,103,741,2.4,1.86,3.05
4,PGNN,2026,52578738.6,52578738.6,24GX_2450/24GX_2450.lp,1884,3763,680489,1024,8.568,56.096,0,553,674,0,optimal,0,0,673.299,674.547,1,1.3,271,87,717,2.53,1.3,3.91
0,RPB,2026,52798483.8,52798483.8,24GX_2460/24GX_2460.lp,932,1365,476620,575,0,0,0,542,597,0,optimal,96,0,597.421,594.094,2,1,,,,,,
1,Gasse,2026,52798483.8,52798483.8,24GX_2460/24GX_2460.lp,666,868,287635,357,3.074,24.67,0,191,247,0,optimal,0,0,246.985,246.578,2,2.42,,,,,,
2,Wei,2026,52798483.8,52798483.8,24GX_2460/24GX_2460.lp,836,987,184287,443,4.7,24.864,0,166,222,0,optimal,0,0,222.737,221.031,2,2.69,,,,,,
3,NoPgraph,2026,52798483.8,52798483.8,24GX_2460/24GX_2460.lp,354,537,278711,192,1.803,14.441,0,166,221,0,optimal,0,0,221.06,220.781,2,2.7,,,,,,
4,PGNN,2026,52798483.8,52798483.8,24GX_2460/24GX_2460.lp,607,778,300418,327,2.865,15.935,0,190,246,0,optimal,0,0,246.754,246.562,2,2.43,,,,,,
0,RPB,2026,52834720.3,52834720.3,24GX_2470/24GX_2470.lp,718,1140,302961,563,0,0,0,359,410,0,optimal,185,0,410.579,408.25,3,1,,,,,,
1,Gasse,2026,52834720.3,52834720.3,24GX_2470/24GX_2470.lp,590,764,175174,333,2.907,14.737,0,100,151,0,optimal,0,0,151.362,151.422,3,2.72,,,,,,
2,Wei,2026,52834720.3,52834720.3,24GX_2470/24GX_2470.lp,558,711,176599,307,2.734,13.912,0,101,152,0,optimal,0,0,151.901,151.953,3,2.7,,,,,,
3,NoPgraph,2026,52834720.3,52834720.3,24GX_2470/24GX_2470.lp,790,961,181226,418,3.545,24.676,0,128,180,0,optimal,0,0,180.041,180.562,3,2.28,,,,,,
4,PGNN,2026,52834720.3,52834720.3,24GX_2470/24GX_2470.lp,367,535,196513,204,1.89,8.357,0,95,146,0,optimal,0,0,146.181,145.766,3,2.81,,,,,,
0,RPB,2026,52301234.8,52301234.8,24GX_2480/24GX_2480.lp,245,1085,262530,170,0,0,0,285,383,0,optimal,47,0,383.096,381.047,4,1,,,,,,
1,Gasse,2026,52301234.8,52301234.8,24GX_2480/24GX_2480.lp,103,841,185993,52,0.67,4.901,0,47,144,0,optimal,0,0,143.955,143.562,4,2.66,,,,,,
2,Wei,2026,52301234.8,52301234.8,24GX_2480/24GX_2480.lp,89,870,215930,45,0.601,4.337,0,60,157,0,optimal,0,0,156.953,156.391,4,2.44,,,,,,
3,NoPgraph,2026,52301234.8,52301234.8,24GX_2480/24GX_2480.lp,83,836,206201,42,0.508,4.066,0,60,158,0,optimal,0,0,157.781,156.797,4,2.42,,,,,,
4,PGNN,2026,52301234.8,52301234.8,24GX_2480/24GX_2480.lp,91,847,212791,46,0.544,4.556,0,67,164,0,optimal,0,0,164.481,163.906,4,2.34,,,,,,
0,RPB,2026,52748160.9,52748160.9,24GX_2490/24GX_2490.lp,868,982,93235,493,0,0,0,167,210,0,optimal,49,0,209.511,208.109,5,1,,,,,,
1,Gasse,2026,52748160.9,52748160.9,24GX_2490/24GX_2490.lp,191,304,128849,107,1.093,5.092,0,51,94,0,optimal,0,0,93.79,93.5,5,2.23,,,,,,
2,Wei,2026,52748160.9,52748160.9,24GX_2490/24GX_2490.lp,139,254,135018,76,0.84,6.095,0,51,94,0,optimal,0,0,93.777,93.578,5,2.23,,,,,,
3,NoPgraph,2026,52748160.9,52748160.9,24GX_2490/24GX_2490.lp,139,342,181747,78,0.861,4.779,0,61,103,0,optimal,0,0,102.545,102.25,5,2.04,,,,,,
4,PGNN,2026,52748160.9,52748160.9,24GX_2490/24GX_2490.lp,175,269,109190,96,0.939,5.731,0,45,87,0,optimal,0,0,86.686,86.266,5,2.41,,,,,,
0,RPB,2026,54886501.5,54886501.5,24GX_2500/24GX_2500.lp,1283,1745,354064,802,0,0,0,344,412,0,optimal,122,0,411.743,409.641,6,1,,,,,,
1,Gasse,2026,54886501.5,54886501.5,24GX_2500/24GX_2500.lp,470,848,190073,251,2.2,18.012,0,88,156,0,optimal,0,0,156.517,157.156,6,2.64,,,,,,
2,Wei,2026,54886501.5,54886501.5,24GX_2500/24GX_2500.lp,322,739,318331,176,1.55,10.684,0,131,200,0,optimal,0,0,199.985,199.812,6,2.06,,,,,,
3,NoPgraph,2026,54886501.5,54886501.5,24GX_2500/24GX_2500.lp,471,892,348486,250,2.185,16.039,0,153,221,0,optimal,0,0,220.92,220.734,6,1.86,,,,,,
4,PGNN,2026,54886501.5,54886501.5,24GX_2500/24GX_2500.lp,424,852,325406,229,1.946,14.643,0,139,208,0,optimal,0,0,208.15,207.812,6,1.98,,,,,,
0,RPB,2026,52471885.9,52471885.9,24GX_2510/24GX_2510.lp,1709,2359,610291,1099,0,0,0,608,676,0,optimal,217,0,676.249,672.641,7,1,,,,,,
1,Gasse,2026,52471885.9,52471885.9,24GX_2510/24GX_2510.lp,501,696,252546,271,2.15,17.745,0,128,197,0,optimal,0,0,196.784,197.141,7,3.43,,,,,,
2,Wei,2026,52471885.9,52471885.9,24GX_2510/24GX_2510.lp,546,712,211461,311,2.484,14.569,0,170,238,0,optimal,0,0,237.881,237.641,7,2.84,,,,,,
3,NoPgraph,2026,52471885.9,52471885.9,24GX_2510/24GX_2510.lp,584,808,270263,323,2.616,20.715,0,153,222,0,optimal,0,0,222.418,222.188,7,3.05,,,,,,
4,PGNN,2026,52471885.9,52471885.9,24GX_2510/24GX_2510.lp,472,663,194562,256,2.042,15.129,0,104,173,0,optimal,0,0,173.811,174.469,7,3.91,,,,,,
0,RPB,2026,54153959.9,54153959.9,24GX_2520/24GX_2520.lp,2353,3618,380134,1827,0,0,0,546,608,0,optimal,602,0,607.803,604.141,8,1,,,,,,
1,Gasse,2026,54153959.9,54153959.9,24GX_2520/24GX_2520.lp,607,1135,175641,306,2.667,17.741,0,111,173,0,optimal,0,0,172.812,172.984,8,3.51,,,,,,
2,Wei,2026,54153959.9,54153959.9,24GX_2520/24GX_2520.lp,693,1199,192465,365,3.133,19.738,0,131,192,0,optimal,0,0,192.036,193.016,8,3.17,,,,,,
3,NoPgraph,2026,54153959.9,54153959.9,24GX_2520/24GX_2520.lp,893,1453,244190,459,3.88,21.431,0,152,214,0,optimal,0,0,214.212,216,8,2.84,,,,,,
4,PGNN,2026,54153959.9,54153959.9,24GX_2520/24GX_2520.lp,640,1133,183079,330,2.806,19.55,0,115,177,0,optimal,0,0,176.957,176.844,8,3.44,,,,,,
0,RPB,2026,54371217,54371217,24GX_2530/24GX_2530.lp,797,1122,141076,614,0,0,0,236,287,0,optimal,134,0,287.262,285.562,9,1,,,,,,
1,Gasse,2026,54371217,54371217,24GX_2530/24GX_2530.lp,551,713,150661,320,2.581,22.906,0,92,144,0,optimal,0,0,144.329,144.531,9,1.99,,,,,,
2,Wei,2026,54371217,54371217,24GX_2530/24GX_2530.lp,334,469,146235,197,1.674,13.147,0,78,130,0,optimal,0,0,130.421,130.812,9,2.21,,,,,,
3,NoPgraph,2026,54371217,54371217,24GX_2530/24GX_2530.lp,234,412,129445,127,1.094,9.708,0,58,110,0,optimal,0,0,109.359,109.312,9,2.61,,,,,,
4,PGNN,2026,54371217,54371217,24GX_2530/24GX_2530.lp,222,377,131984,135,1.217,10.092,0,62,114,0,optimal,0,0,113.155,113.422,9,2.52,,,,,,
0,RPB,2026,53173094.5,53173094.5,24GX_2540/24GX_2540.lp,4486,7013,1336951,2858,0,0,0,1467,1566,0,optimal,582,0,1566.698,1557.469,10,1,,,,,,
1,Gasse,2026,53173094.5,53173094.5,24GX_2540/24GX_2540.lp,5341,6551,885913,2730,21.714,142.45,0,927,1024,0,optimal,0,0,1024.232,1030.078,10,1.53,,,,,,
2,Wei,2026,53173094.5,53173094.5,24GX_2540/24GX_2540.lp,3215,4469,624958,1618,13.024,96.594,0,625,722,0,optimal,0,0,722.134,724.281,10,2.17,,,,,,
3,NoPgraph,2026,53173094.5,53173094.5,24GX_2540/24GX_2540.lp,3196,5200,709333,1627,12.926,85.412,0,643,741,0,optimal,0,0,741.592,745.156,10,2.11,,,,,,
4,PGNN,2026,53173094.5,53173094.5,24GX_2540/24GX_2540.lp,2783,4001,677712,1468,11.741,83.488,0,619,717,0,optimal,0,0,717.405,720.844,10,2.18,,,,,,
