,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
线路序号1,0.3827805072047661,-0.2585687273816882,0.23056036252474235,0.01963121440561448,0.023715676484274025,-0.00662675593193828,-0.018314211381145976,0.016633113527657895,0.016633113527657888,0.016633113527657867,-0.015583195495609612,-0.037418705865427795,-0.013683362762024028,-0.029412821506739427,-0.0073315280138932775,-0.026907168040215392,-0.004207791993203684,-0.004928157394193987,-0.0056314052014972945,-0.004479107833445626,-0.003642953589449253,-0.0026876301304662414,-0.0011216875533704008,-0.0009603963404981615,6.094167304927509e-05,0.0010460340250836627,-0.0017328558169063546,-0.002096568211473342,-0.0024977153320308795,0.003263781205056497,-0.0026385209491088814,-0.002068582641877768,-0.004271884170045955,-0.0009292740243499292,-0.0008652988672901746,-0.0008829352619391599,-0.0007793646698343837,0.000730616755968057,-0.0006725753183657692,-0.0006116247922917261,-0.0005628744055726596,-0.0004277347298627048,-0.0007006401456102798,-0.0003668700454156879,-0.0002443244625814384,-0.00016235392428310777,-0.00011664104725815878,-0.0001161323524281677,-0.00010378214407539119,-8.856610092111174e-05,-7.023761976942775e-05,-6.572695728119316e-05,-5.3184553933810345e-05,-4.3825696390196215e-05,-3.948280748753002e-05,-4.190626646129487e-05,-6.145240700256962e-05,-5.814845476731952e-05,0.0,2.7201940392493906e-05,2.9765062902164624e-05,2.3822154417287063e-05,3.113124361378599e-05,4.2905080600683906e-05,7.549060932011728e-05,0.0,1.1066126651509003e-05,1.9090550910767345e-05,-7.380388093173228e-05,-0.00028589091268376273,-0.0003440803238317778,-0.0006391252254273932,-0.000344080323831794,-0.00019031362137252207,-0.00016098302403889995,-0.00012032575009621408,-6.162061308621759e-05,-5.899593961519803e-05,-5.3831259559318354e-05,-3.892988759476333e-05,0.0,-5.149345951659491e-05,-5.0699681492180596e-05,-4.947004691667216e-05,-4.887292891447765e-05,-4.887292891446304e-05,-4.887292891446554e-05,-4.7768991878426704e-05,-4.6998400535611764e-05,-4.6826527608523245e-05,-4.660598088762933e-05,-4.62704121926408e-05,-4.59288744116327e-05,-4.5634056421410625e-05,-4.595034339922872e-05,-4.634898159476533e-05,-4.273936191911934e-05,-4.093828043265964e-05,-4.2756710807122e-05,-4.426700559918795e-05,-4.5126678880701425e-05,-4.588962188807248e-05,-4.4267005599180457e-05,-4.426700559919111e-05,-4.426700559919754e-05,-4.426700559919266e-05,-4.4267005599197756e-05,-4.426700559919487e-05,-4.426700559919831e-05,-4.4267005599191746e-05,-4.4267005599191746e-05,-4.4267005599192505e-05,-0.003931557752642084,-0.0019275635499885915,-0.0019035995213016119,1.909055091077445e-05,-0.037418705865427816,-0.0001419038545106734
线路序号2,0.6172194927952341,0.2585687273816885,-0.23056036252474263,-0.01963121440561471,-0.023715676484273942,0.006626755931938327,0.018314211381146018,-0.016633113527657603,-0.016633113527657603,-0.016633113527657655,0.015583195495609634,0.037418705865427775,0.01368336276202369,0.02941282150673951,0.00733152801389328,0.026907168040215233,0.004207791993203873,0.004928157394194065,0.005631405201497534,0.004479107833445908,0.0036429535894493,0.002687630130466338,0.0011216875533704934,0.0009603963404981741,-6.09416730490971e-05,-0.0010460340250835769,0.0017328558169064578,0.0020965682114734954,0.0024977153320310027,-0.0032637812050562644,0.0026385209491089565,0.0020685826418777114,0.004271884170046003,0.0009292740243499175,0.0008652988672903995,0.0008829352619390996,0.0007793646698345145,-0.0007306167559678969,0.000672575318365827,0.0006116247922916788,0.0005628744055726383,0.00042773472986279204,0.0007006401456102926,0.000366870045415748,0.00024432446258142724,0.0001623539242831143,0.00011664104725814772,0.00011613235242817133,0.00010378214407539906,8.856610092110374e-05,7.023761976942895e-05,6.572695728119707e-05,5.3184553933810006e-05,4.3825696390196385e-05,3.948280748753058e-05,4.190626646128922e-05,6.14524070025668e-05,5.814845476732555e-05,0.0,-2.7201940392495238e-05,-2.9765062902169412e-05,-2.382215441728991e-05,-3.113124361379165e-05,-4.290508060068121e-05,-7.549060932011874e-05,0.0,-1.1066126651509391e-05,-1.909055091079649e-05,7.3803880931695e-05,0.000285890912683739,0.00034408032383177696,0.0006391252254273847,0.0003440803238317499,0.00019031362137244694,0.0001609830240388482,0.00012032575009609813,6.162061308619667e-05,5.899593961515743e-05,5.383125955924418e-05,3.892988759472726e-05,0.0,5.149345951656163e-05,5.0699681492149344e-05,4.9470046916628276e-05,4.887292891441974e-05,4.887292891444363e-05,4.8872928914440243e-05,4.776899187839281e-05,4.699840053560459e-05,4.682652760849736e-05,4.660598088755716e-05,4.6270412192608465e-05,4.5928874411583096e-05,4.563405642138151e-05,4.59503433991839e-05,4.6348981594718286e-05,4.273936191907673e-05,4.093828043264028e-05,4.275671080709622e-05,4.426700559915326e-05,4.512667888067305e-05,4.588962188803536e-05,4.42670055991677e-05,4.42670055991487e-05,4.4267005599138654e-05,4.4267005599146196e-05,4.426700559913828e-05,4.426700559914136e-05,4.426700559913724e-05,4.426700559914777e-05,4.426700559914777e-05,4.426700559914638e-05,0.003931557752642225,0.001927563549988648,0.0019035995213014941,-1.909055091078593e-05,0.037418705865427754,0.00014190385451059187
线路序号3,0.037985003918803564,0.08911755550502831,0.016283100142466943,0.8186547540187139,-0.10944078852123044,0.004757063952610854,0.048744384905497984,-0.07705061498109873,-0.07705061498109875,-0.07705061498109861,0.19872659947587545,0.1206467364631017,0.16156740164543487,0.09847718933736502,0.03733063078688941,0.0880198842556949,0.017563096695095832,0.02268737075401664,0.02768987988480466,0.021779877363127233,0.01749133707175609,0.012591591391391009,0.0045600495029574865,0.0038993836583137696,-0.0010786036974030576,-0.005640154137175743,0.0068968477807614895,0.008477229479614606,0.010220270347472448,-0.01590961324242313,0.010832090630888084,0.008410895459100141,0.021796749580882988,0.004791622945753203,0.004481593630397587,0.004567061171387491,0.004065148847338786,-0.003435392438829116,0.0035051076031221875,0.003185461421281582,0.0029297970984001223,0.0022210766961619725,0.003607888895329351,0.0018798202696659748,0.001245350085589886,0.0008177089563987993,0.0005739137328432736,0.0005844738440603251,0.0005221544092820569,0.0004455986193085493,0.0003533833607584802,0.0003306890685177712,0.00026758504162396207,0.00022049824479800144,0.00019864806421296912,0.0002108411037780889,0.0003091827169621415,0.00029255969145942944,-4.230147322081476e-05,-0.00013685989284100943,-0.000149755615239875,-0.00011985532847103887,-0.00015662921848641348,-0.00021586639219915854,-0.00037981248958638835,0.0,-5.567650269936132e-05,-0.0001350801133472046,0.000270695518273328,0.0011365381799511465,0.0013748881543906946,0.0025834232360559995,0.0013748881543906924,0.000743692003800132,0.0006231360343992967,0.0004538293697592245,0.0002093670637423556,0.00019816587021340406,0.00017612481197901432,0.00011253093904045902,-4.763704939211718e-05,0.00016614789446930684,0.00016276032593225487,0.00015751267322335465,0.00015496438126395718,0.00015496438126395905,0.00015496438126395975,0.0001502531619366865,0.0001469645460925559,0.00014623105221606524,0.00014528983551601523,0.00014385774503461083,0.00014240018056999322,0.00014114199992365455,0.0001424918027422774,0.0001441930519168963,0.00012878845054490996,0.00012110206116587307,0.00012886248956509608,0.00013530790246632057,0.00013897668904271676,0.00014223266445124617,0.00013530790246632428,0.00013530790246632076,0.00013530790246632043,0.0001353079024663204,0.00013530790246632057,0.00013530790246631862,0.00013530790246632003,0.000135307902466321,0.000135307902466321,0.00013530790246632081,0.01638128091987717,0.00777493308494556,0.007666861047507486,-0.0001350801133472051,0.1206467364631017,0.0005436857849438081
线路序号4,0.3944135839261603,0.20308224933872734,0.47561927548278876,-0.04464874326376972,-0.053938341703920624,0.015071728022702185,0.04165338450999393,-0.03782993757946656,-0.03782993757946655,-0.037829937579466594,0.03544203025532714,0.08510416915268232,0.03112109818187797,0.06689578591439059,0.016674644026598524,0.06119699031146467,0.009570096914542867,0.011208477973420047,0.012807927205155712,0.01018717087869325,0.008285442570003704,0.006112678777979279,0.0025511381291969224,0.0021843014269205224,-0.00013860421764121987,-0.0023790736357995465,0.00394116394857652,0.004768382325969876,0.005680741308287887,-0.007423062378250075,0.006000986083629607,0.004704732646120677,0.009715866559248328,0.0021135176091308552,0.0019680141112933753,0.0020081258863728,0.0017725675209547417,-0.0016616964843546472,0.0015296884897082193,0.0013910641369684347,0.0012801874761742904,0.0009728291762315997,0.0015935184311723963,0.000834400059542381,0.0005556854495836448,0.00036925370654140145,0.0002652854818577609,0.00026412851905381846,0.00023603951393147776,0.00020143252578244339,0.00015974668646309375,0.00014948774846641866,0.00012096161985320947,9.967606822745273e-05,8.97987102794518e-05,9.531056478290036e-05,0.0001397658181764657,0.00013225139181142996,-1.9122349634766947e-05,-6.186741318018001e-05,-6.769691493811672e-05,-5.418051245282087e-05,-7.080412219411166e-05,-9.758224269117703e-05,-0.0001716939545724436,0.0,-2.516852180302628e-05,-4.3419071727713354e-05,0.00016785770169406143,0.0006502231445351028,0.0007825676865148986,0.0014536104345814166,0.0007825676865148805,0.00043284454260903484,0.0003661357652984076,0.00027366587787493017,0.00014014838188793966,0.00013417889016226466,0.00012243247096013085,8.854116309829422e-05,0.0,0.00011711543698801343,0.0001153100880937387,0.00011251343795605071,0.00011115536769979183,0.00011115536769980733,0.00011115536769980557,0.00010864460090345385,0.00010689198721817292,0.0001065010837296023,0.00010599947778121066,0.0001052362687305965,0.00010445948373989437,0.00010378895707340896,0.0001045083122685641,0.00010541496501453487,9.720533626474316e-05,9.310900155900577e-05,9.72447941419155e-05,0.00010067977085960922,0.0001026349902792594,0.00010437020878163788,0.00010067977085961989,0.00010067977085960665,0.00010067977085960043,0.00010067977085960503,0.00010067977085960015,0.00010067977085960113,0.0001006797708595994,0.0001006797708596061,0.0001006797708596061,0.00010067977085960509,0.00894183666366552,0.004384002349005374,0.0043294991612602045,-4.341907172770716e-05,0.0851041691526823,0.00032274257910260966
线路序号5,-0.0638577357074772,-0.11999123567747051,-0.040033307291785045,0.08111092729588172,0.09798683216146047,-0.5310564536854233,-0.38816942304866736,0.06872357634992483,0.0687235763499248,0.06872357634992483,-0.06438559585597547,-0.15460408450781632,-0.05653599513620869,-0.12152591161744813,-0.030291912839204786,-0.1111732216639531,-0.017385471086257983,-0.020361828251888987,-0.023267460098732772,-0.01850647557112543,-0.015051709875451331,-0.011104568856836703,-0.004634512960344634,-0.00396810080822603,0.00025179469338227386,0.004321932816000977,-0.007159696760234139,-0.008662459094891247,-0.010319891704928247,0.013485070997812668,-0.010901662854368582,-0.008546830206432975,-0.017650282818669042,-0.0038395117219768614,-0.0035751834840088296,-0.0036480523496107958,-0.0032201263643598208,0.0030187130225384374,-0.0027789013263168245,-0.0025270700546036026,-0.002325646495616616,-0.001767285500478143,-0.0028948576861815753,-0.0015158089034084422,-0.0010094833315752616,-0.0006708029914319606,-0.00048192961007882613,-0.00047982781909849216,-0.00042880006141150925,-0.00036593144083013087,-0.0002902030589062546,-0.0002715662079412561,-0.00021974435194164102,-0.0001810760557217455,-0.00016313240033904585,-0.00017314548463245427,-0.00025390490947501955,-0.00024025386252473475,3.4738525601695e-05,0.00011239114218280337,0.00012298127885172956,9.84267705017427e-05,0.00012862597214903735,0.00017727231751035342,0.0003119070067481239,0.0,4.5722275541999455e-05,7.88770503428285e-05,-0.00030493789618508515,-0.001181224785900821,-0.0014216478692362915,-0.0026406944889654236,-0.0014216478692362872,-0.0007863249816142446,-0.0006651387982882126,-0.0004971538166829559,-0.0002545998920236798,-0.00024375544324505274,-0.0002224163666161397,-0.00016084788322781701,0.0,-0.00021275720211523663,-0.0002094775236247985,-0.0002043970024408187,-0.00020192987056284054,-0.0002019298705628436,-0.00020192987056284425,-0.00019736869799248882,-0.00019418482066887514,-0.00019347468770380372,-0.0001925634476411334,-0.00019117696754579515,-0.00018976582478344117,-0.00018854771570085075,-0.00018985452889803088,-0.00019150159530092304,-0.0001765876122417177,-0.0001691460252627859,-0.0001766592932067827,-0.00018289942733925322,-0.00018645136740748008,-0.00018960364385471783,-0.00018289942733925828,-0.00018289942733925354,-0.00018289942733925303,-0.00018289942733925327,-0.00018289942733925294,-0.00018289942733925083,-0.00018289942733925257,-0.0001828994273392536,-0.0001828994273392536,-0.00018289942733925322,-0.016244145086761058,-0.007964177036169638,-0.007865164079131393,7.887705034282878e-05,-0.15460408450781635,-0.0005863087727739402
线路序号6,-0.06385773570747683,-0.11999123567747018,-0.040033307291784656,0.08111092729588172,0.09798683216146044,0.4689435463145764,-0.3881694230486675,0.06872357634992482,0.0687235763499248,0.06872357634992482,-0.06438559585597546,-0.15460408450781632,-0.05653599513620868,-0.1215259116174481,-0.030291912839204772,-0.11117322166395306,-0.017385471086257983,-0.02036182825188899,-0.023267460098732765,-0.018506475571125423,-0.015051709875451328,-0.011104568856836696,-0.004634512960344634,-0.003968100808226029,0.0002517946933822737,0.004321932816000976,-0.007159696760234138,-0.008662459094891245,-0.010319891704928247,0.013485070997812662,-0.01090166285436858,-0.008546830206432971,-0.017650282818669042,-0.0038395117219768597,-0.003575183484008829,-0.003648052349610795,-0.00322012636435982,0.0030187130225384365,-0.0027789013263168237,-0.002527070054603601,-0.002325646495616615,-0.0017672855004781428,-0.0028948576861815758,-0.0015158089034084414,-0.0010094833315752614,-0.0006708029914319604,-0.0004819296100788261,-0.00047982781909849216,-0.00042880006141150914,-0.0003659314408301307,-0.0002902030589062545,-0.00027156620794125606,-0.00021974435194164094,-0.00018107605572174545,-0.00016313240033904585,-0.0001731454846324542,-0.0002539049094750195,-0.00024025386252473472,3.4738525601694985e-05,0.00011239114218280333,0.00012298127885172953,9.842677050174269e-05,0.00012862597214903732,0.0001772723175103534,0.0003119070067481239,0.0,4.5722275541999455e-05,7.887705034282848e-05,-0.00030493789618508515,-0.0011812247859008206,-0.0014216478692362913,-0.0026406944889654236,-0.0014216478692362867,-0.0007863249816142447,-0.0006651387982882125,-0.0004971538166829558,-0.00025459989202367974,-0.0002437554432450527,-0.00022241636661613965,-0.000160847883227817,0.0,-0.00021275720211523657,-0.0002094775236247985,-0.00020439700244081864,-0.00020192987056284054,-0.00020192987056284354,-0.0002019298705628442,-0.00019736869799248877,-0.00019418482066887506,-0.00019347468770380366,-0.00019256344764113337,-0.00019117696754579507,-0.00018976582478344109,-0.0001885477157008507,-0.00018985452889803083,-0.00019150159530092293,-0.0001765876122417177,-0.00016914602526278582,-0.00017665929320678266,-0.00018289942733925313,-0.00018645136740748006,-0.00018960364385471774,-0.00018289942733925826,-0.00018289942733925351,-0.000182899427339253,-0.00018289942733925327,-0.00018289942733925292,-0.00018289942733925078,-0.00018289942733925257,-0.00018289942733925357,-0.00018289942733925357,-0.00018289942733925313,-0.016244145086761055,-0.007964177036169636,-0.007865164079131393,7.887705034282877e-05,-0.15460408450781632,-0.0005863087727739401
线路序号7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
线路序号8,-0.539020086028772,-0.512520159460759,-0.5502673021096907,-0.6057442332179598,-0.6154248918265837,-0.5562407789493208,-0.5334439354706713,0.27034820835695306,0.27034820835695295,0.2703482083569531,-0.5222819133842124,-0.49617986439980205,-0.4311181181062854,-0.3977651419619149,-0.126324252635352,-0.359483449796395,-0.06429131226553685,-0.07979926534433153,-0.09493871260739266,-0.07499345026369234,-0.06052034963993009,-0.04398453385070846,-0.01687943374260279,-0.014441737173303895,0.002683301609696446,0.018690882504699944,-0.02576222421694559,-0.03145179054042894,-0.03772694965510115,0.05472889184947193,-0.03992957708559578,-0.03113149868335044,-0.07370182026114928,-0.016139092302886297,-0.015070198248308695,-0.01536486633902991,-0.01363441353175412,0.011983388917178204,-0.011759770172339638,-0.010689808632296436,-0.009834015545486647,-0.007461693846937936,-0.012158049607747664,-0.006346343020079462,-0.00421254202762257,-0.0027783476730275838,-0.0019672446078840616,-0.0019864346066547447,-0.0017748387873329095,-0.00151462038636849,-0.0012011743735623754,-0.0011240349117406147,-0.000909539979634177,-0.0007494887153101113,-0.0006752184471228424,-0.000716663428092002,-0.0010509333420968116,-0.0009944305339225005,0.00014378561992200043,0.0004651961985314521,0.0005090296468320325,0.00040739651347848204,0.0005323934975126544,0.0007337447294249032,0.0012910088020864714,0.0,0.00018924826598657138,0.0004094502985086316,-0.001048241877047287,-0.004247508125880463,-0.0051269616646010905,-0.009586162706001372,-0.00512696166460106,-0.0028001147839145286,-0.0023559411657451245,-0.001735573096723464,-0.0008398221287703689,-0.0007991966187964574,-0.000719256099170369,-0.0004886080425443781,9.230382142345309e-05,-0.0006830709050880024,-0.0006707845626519436,-0.000651751897345872,-0.0006425095197237539,-0.0006425095197237769,-0.0006425095197237767,-0.0006254224399161892,-0.0006134949881289657,-0.0006108346856604612,-0.000607420995116067,-0.0006022269587854516,-0.0005969405310898697,-0.0005923772468055124,-0.0005972728347380818,-0.0006034430803581504,-0.0005475722675680602,-0.0005196945697518252,-0.0005478407990370804,-0.0005712176102159759,-0.0005845238998775475,-0.0005963329683569084,-0.0005712176102160001,-0.0005712176102159746,-0.0005712176102159673,-0.0005712176102159725,-0.0005712176102159669,-0.0005712176102159619,-0.0005712176102159652,-0.0005712176102159743,-0.0005712176102159743,-0.000571217610215972,-0.06000941441558483,-0.028876182298010877,-0.028492925918802692,0.00040945029850862695,-0.496179864399802,-0.002064822101160324
线路序号9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
线路序号10,-0.03798500391880314,-0.08911755550502895,-0.016283100142467817,0.1813452459812865,0.10944078852123054,-0.0047570639526108545,-0.04874438490549787,0.07705061498109878,0.07705061498109875,0.0770506149810988,-0.19872659947587556,-0.12064673646310169,-0.1615674016454349,-0.09847718933736513,-0.03733063078688936,-0.08801988425569493,-0.017563096695095832,-0.02268737075401663,-0.027689879884804692,-0.021779877363127215,-0.017491337071756086,-0.012591591391391004,-0.004560049502957481,-0.003899383658313773,0.001078603697403058,0.0056401541371757504,-0.006896847780761496,-0.0084772294796146,-0.010220270347472459,0.015909613242423133,-0.01083209063088809,-0.008410895459100155,-0.021796749580882988,-0.004791622945753201,-0.004481593630397588,-0.00456706117138749,-0.004065148847338789,0.0034353924388291143,-0.0035051076031221906,-0.0031854614212815835,-0.0029297970984001214,-0.0022210766961619725,-0.0036078888953293515,-0.0018798202696659761,-0.0012453500855898866,-0.0008177089563987992,-0.000573913732843273,-0.0005844738440603253,-0.0005221544092820576,-0.00044559861930854917,-0.0003533833607584799,-0.0003306890685177713,-0.00026758504162396234,-0.00022049824479800152,-0.00019864806421296941,-0.00021084110377808906,-0.0003091827169621412,-0.00029255969145942955,4.230147322081477e-05,0.00013685989284100948,0.00014975561523987514,0.000119855328471039,0.0001566292184864138,0.0002158663921991586,0.00037981248958638856,0.0,5.567650269936136e-05,0.00013508011334720458,-0.00027069551827332833,-0.0011365381799511483,-0.0013748881543906965,-0.0025834232360560008,-0.001374888154390693,-0.0007436920038001318,-0.0006231360343992962,-0.0004538293697592246,-0.0002093670637423554,-0.00019816587021340406,-0.00017612481197901443,-0.00011253093904045933,4.7637049392117164e-05,-0.00016614789446930673,-0.0001627603259322549,-0.00015751267322335467,-0.00015496438126395699,-0.00015496438126395907,-0.00015496438126395961,-0.00015025316193668665,-0.00014696454609255616,-0.0001462310522160654,-0.00014528983551601515,-0.00014385774503461088,-0.00014240018056999333,-0.0001411419999236545,-0.00014249180274227748,-0.0001441930519168964,-0.00012878845054491004,-0.0001211020611658731,-0.00012886248956509635,-0.00013530790246632043,-0.00013897668904271686,-0.0001422326644512462,-0.0001353079024663243,-0.00013530790246632073,-0.0001353079024663206,-0.0001353079024663207,-0.00013530790246632054,-0.00013530790246631878,-0.00013530790246632027,-0.00013530790246632084,-0.00013530790246632084,-0.00013530790246632052,-0.016381280919877172,-0.007774933084945549,-0.0076668610475074915,0.00013508011334720514,-0.1206467364631017,-0.0005436857849438084
