Auxiliary column,policy,seed,obj,dual,instance,nnodes,nlps,nlpit,nbranch,featime,inftime,dual_integral_1e4,btime,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime,Number,Speedup ratio,Time-AVG,Time-Min,Time-Max,Ratio-AVG,Ratio-Min,Ratio-Max
0,RPB,2026,7240383.2,7240383.2,case2383_2407/case2383_2407.lp,4638,8275,299845,3412,0,0,0,766,814,0,optimal,988,0,813.896,804.578,1,1,822,432,1388,1,1,1
1,Gasse,2026,7240383.2,7240383.2,case2383_2407/case2383_2407.lp,6616,7884,440207,3509,36.537,221.765,0,781,830,0,optimal,0,0,829.543,832.188,1,0.98,779,214,1500,1.22,0.67,2.02
2,Wei,2026,7240383.2,7240383.2,case2383_2407/case2383_2407.lp,2792,3349,218797,1449,15.586,99.565,0,338,386,0,optimal,0,0,386.449,389.719,1,2.11,751,251,1800,1.35,0.54,2.11
3,NoPgraph,2026,7240383.2,7240383.2,case2383_2407/case2383_2407.lp,4467,4811,249100,2385,24.799,145.361,0,477,526,0,optimal,0,0,526.435,528.078,1,1.55,615,284,1200,1.45,0.89,1.83
4,PGNN,2026,7240383.2,7240383.2,case2383_2407/case2383_2407.lp,4081,4941,229620,2116,21.791,140.035,0,502,550,0,optimal,0,0,550.088,551.781,1,1.48,719,227,1800,1.39,0.77,2.29
0,RPB,2026,7275654.2,7275654.2,case2383_2423/case2383_2423.lp,5900,9491,373759,4200,0,0,0,891,939,0,optimal,973,0,939.183,927.984,2,1,,,,,,
1,Gasse,2026,7275654.2,7275654.2,case2383_2423/case2383_2423.lp,4856,5851,279427,2527,26.484,175.208,0,604,651,0,optimal,0,0,651.098,656.266,2,1.44,,,,,,
2,Wei,2026,7275654.2,7275654.2,case2383_2423/case2383_2423.lp,4198,4716,210353,2269,23.247,146.388,0,498,546,0,optimal,0,0,545.842,547.312,2,1.72,,,,,,
3,NoPgraph,2026,7275654.2,7275654.2,case2383_2423/case2383_2423.lp,3885,4286,204707,2088,21.811,145.018,0,467,514,0,optimal,0,0,513.602,516.812,2,1.83,,,,,,
4,PGNN,2026,7275654.2,7275654.2,case2383_2423/case2383_2423.lp,2802,3176,199506,1467,15.491,105.8,0,363,410,0,optimal,0,0,409.632,412.062,2,2.29,,,,,,
0,RPB,2026,7414608,7414608,case2383_2425/case2383_2425.lp,14980,17566,340656,8779,0,0,0,934,977,0,optimal,672,0,976.713,964.031,3,1,,,,,,
1,Gasse,2026,7414608,7414608,case2383_2425/case2383_2425.lp,15211,15149,228246,7757,80.002,399.087,0,1104,1148,0,optimal,0,0,1148.527,1164.469,3,0.85,,,,,,
2,Wei,2026,7414608,7414550.3,case2383_2425/case2383_2425.lp,25831,25653,278305,13916,142.315,594.679,0,1756,1800,8.00E-06,timelimit,0,0,1799.718,1828.953,3,0.54,,,,,,
3,NoPgraph,2026,7414608,7414608,case2383_2425/case2383_2425.lp,12298,11794,227065,6313,65.485,372.403,0,941,985,0,optimal,0,0,985.273,998.891,3,0.99,,,,,,
4,PGNN,2026,7414608,7414608,case2383_2425/case2383_2425.lp,20197,20068,194655,10157,104.754,328.695,0,1184,1228,0,optimal,0,0,1228.103,1249.969,3,0.8,,,,,,
0,RPB,2026,7187971.6,7187971.6,case2383_2428/case2383_2428.lp,3932,5737,240136,2596,0,0,0,576,624,0,optimal,408,0,624.204,615.75,4,1,,,,,,
1,Gasse,2026,7187971.6,7187971.6,case2383_2428/case2383_2428.lp,2973,3174,166605,1667,17.306,111.103,0,345,394,0,optimal,0,0,393.639,395.297,4,1.58,,,,,,
2,Wei,2026,7187971.6,7187971.6,case2383_2428/case2383_2428.lp,5078,5362,196608,2721,28.429,156.837,0,459,508,0,optimal,0,0,508.171,511.547,4,1.23,,,,,,
3,NoPgraph,2026,7187971.6,7187971.6,case2383_2428/case2383_2428.lp,2562,3016,169714,1419,14.954,98.065,0,327,376,0,optimal,0,0,375.942,376.953,4,1.66,,,,,,
4,PGNN,2026,7187971.6,7187971.6,case2383_2428/case2383_2428.lp,4871,5500,266959,2905,30.372,141.867,0,499,547,0,optimal,0,0,547.383,553.531,4,1.14,,,,,,
0,RPB,2026,6989565.7,6989565.7,case2383_2440/case2383_2440.lp,10873,16531,536750,7368,0,0,0,1338,1388,0,optimal,1580,1,1387.422,1371.781,5,1,,,,,,
1,Gasse,2026,6989565.7,6989565.7,case2383_2440/case2383_2440.lp,6872,7224,328454,3580,62.303,281.593,0,1221,1278,0,optimal,0,0,1277.799,1260.703,5,1.09,,,,,,
2,Wei,2026,6989565.7,6989565.7,case2383_2440/case2383_2440.lp,8370,8924,345790,4307,79.269,345.432,0,1484,1580,0,optimal,0,0,1580.706,1544.094,5,0.88,,,,,,
3,NoPgraph,2026,6989565.7,6989565.7,case2383_2440/case2383_2440.lp,7333,7859,297136,3870,57.225,287.509,0,1101,1200,0,optimal,0,0,1200.748,1185.656,5,1.16,,,,,,
4,PGNN,2026,6989565.7,6987851.5,case2383_2440/case2383_2440.lp,17808,18490,449538,9248,94.461,614.358,0,1750,1800,0.000245,timelimit,0,0,1799.493,1818.734,5,0.77,,,,,,
0,RPB,2026,7250660.6,7250660.6,case2383_2454/case2383_2454.lp,1621,3041,147631,1397,0,0,0,378,432,0,optimal,470,0,431.816,427.016,6,1,,,,,,
1,Gasse,2026,7250660.6,7250660.6,case2383_2454/case2383_2454.lp,1235,1470,123625,669,7.091,45.361,0,160,214,0,optimal,0,0,213.626,213.969,6,2.02,,,,,,
2,Wei,2026,7250660.6,7250660.6,case2383_2454/case2383_2454.lp,1733,2089,160661,925,9.765,59.702,0,197,251,0,optimal,0,0,251.808,253.266,6,1.72,,,,,,
3,NoPgraph,2026,7250660.6,7250660.6,case2383_2454/case2383_2454.lp,2331,2718,127072,1250,13.045,86.442,0,257,311,0,optimal,0,0,310.588,310.375,6,1.39,,,,,,
4,PGNN,2026,7250660.6,7250660.6,case2383_2454/case2383_2454.lp,1373,1630,121794,767,7.917,50.791,0,173,227,0,optimal,0,0,226.715,225.875,6,1.9,,,,,,
0,RPB,2026,7200700.3,7200700.3,case2383_2481/case2383_2481.lp,3491,5916,274016,2474,0,0,0,644,696,0,optimal,578,0,695.95,688.781,7,1,,,,,,
1,Gasse,2026,7200700.3,7200700.3,case2383_2481/case2383_2481.lp,4628,5713,430273,2658,27.776,158.435,0,609,660,0,optimal,0,0,659.703,661.75,7,1.05,,,,,,
2,Wei,2026,7200700.3,7200700.3,case2383_2481/case2383_2481.lp,5856,6701,351291,3064,31.928,217.391,0,753,805,0,optimal,0,0,804.95,809.438,7,0.86,,,,,,
3,NoPgraph,2026,7200700.3,7200700.3,case2383_2481/case2383_2481.lp,6031,6838,309353,3321,34.44,229.262,0,733,785,0,optimal,0,0,785.405,793.516,7,0.89,,,,,,
4,PGNN,2026,7200700.3,7200700.3,case2383_2481/case2383_2481.lp,5559,6962,348683,2945,29.95,207.108,0,751,803,0,optimal,0,0,802.642,805.922,7,0.87,,,,,,
0,RPB,2026,7161776.5,7161776.5,case2383_2483/case2383_2483.lp,5461,8337,330317,3904,0,0,0,791,837,0,optimal,799,0,837.024,827.344,8,1,,,,,,
1,Gasse,2026,7161776.5,7161776.5,case2383_2483/case2383_2483.lp,3723,4327,309498,2039,21.35,117.514,0,442,488,0,optimal,0,0,488,488.844,8,1.72,,,,,,
2,Wei,2026,7161776.5,7161776.5,case2383_2483/case2383_2483.lp,6274,6538,291150,3262,33.947,193.753,0,591,638,0,optimal,0,0,638.073,644.203,8,1.31,,,,,,
3,NoPgraph,2026,7161776.5,7161776.5,case2383_2483/case2383_2483.lp,3402,3995,229451,1806,18.885,124.294,0,427,474,0,optimal,0,0,473.293,476.234,8,1.77,,,,,,
4,PGNN,2026,7161776.5,7161776.5,case2383_2483/case2383_2483.lp,3390,3826,213698,1770,18.425,123.667,0,409,456,0,optimal,0,0,456.137,458.969,8,1.84,,,,,,
0,RPB,2026,7175770.8,7175770.8,case2383_2498/case2383_2498.lp,1927,3839,176378,1702,0,0,0,458,508,0,optimal,666,0,508.535,503,9,1,,,,,,
1,Gasse,2026,7175770.8,7175770.8,case2383_2498/case2383_2498.lp,5329,5772,217406,2731,28.324,189.79,0,579,629,0,optimal,0,0,629.238,635.031,9,0.81,,,,,,
2,Wei,2026,7175770.8,7175770.8,case2383_2498/case2383_2498.lp,2201,2558,136363,1175,12.493,74.239,0,248,298,0,optimal,0,0,298.16,299.812,9,1.7,,,,,,
3,NoPgraph,2026,7175770.8,7175770.8,case2383_2498/case2383_2498.lp,1909,2391,145320,1048,11.08,64.531,0,234,284,0,optimal,0,0,283.595,283.812,9,1.79,,,,,,
4,PGNN,2026,7175770.8,7175770.8,case2383_2498/case2383_2498.lp,1745,2527,165952,993,10.631,72.242,0,256,306,0,optimal,0,0,306.494,307.5,9,1.66,,,,,,
0,RPB,2026,7511608.1,7511608.1,case2383_2511/case2383_2511.lp,6111,10401,439418,4400,0,0,0,956,1009,0,optimal,948,0,1008.698,996.938,10,1,,,,,,
1,Gasse,2026,7511608.1,7511608.1,case2383_2511/case2383_2511.lp,12477,13886,523839,6489,66.354,452.354,0,1448,1500,0,optimal,0,0,1498.237,1505.406,10,0.67,,,,,,
2,Wei,2026,7511608.1,7511608.1,case2383_2511/case2383_2511.lp,5222,5974,287768,2726,27.415,190.191,0,640,693,0,optimal,0,0,693.046,696.188,10,1.46,,,,,,
3,NoPgraph,2026,7511608.1,7511608.1,case2383_2511/case2383_2511.lp,5680,6774,388991,3026,31.176,177.995,0,644,697,0,optimal,0,0,696.84,699.516,10,1.45,,,,,,
4,PGNN,2026,7511608.1,7511608.1,case2383_2511/case2383_2511.lp,6738,7586,369420,3502,36.016,237.076,0,810,863,0,optimal,0,0,862.326,866.609,10,1.17,,,,,,
